RT,Group_Membership,Trial_type,SubjectID,itemID
678.532957,outgroup,invalid,32,4
720.743407,outgroup,invalid,32,5
740.2455711,outgroup,invalid,32,6
725.0803494,outgroup,invalid,33,1
727.4927513,outgroup,invalid,33,2
776.7204851,outgroup,invalid,33,3
660.0044099,outgroup,invalid,33,4
798.1395238,outgroup,invalid,33,5
641.7708929,outgroup,invalid,33,6
592.7375992,outgroup,invalid,33,1
731.3897344,outgroup,invalid,33,2
669.9280797,outgroup,invalid,33,3
587.7097007,outgroup,invalid,33,4
758.7682807,outgroup,invalid,33,5
725.5934877,outgroup,invalid,33,6
690.5561622,outgroup,invalid,33,1
687.1954905,outgroup,invalid,33,2
717.4803669,outgroup,invalid,33,3
771.7937513,outgroup,invalid,33,4
776.3401828,outgroup,valid,33,5
728.8893303,outgroup,valid,33,6
668.9112335,outgroup,valid,33,1
689.3198643,outgroup,valid,33,2
802.3084536,outgroup,valid,33,3
652.9948697,outgroup,valid,33,4
702.3705586,outgroup,valid,33,5
665.8683236,outgroup,valid,33,6
682.5549879,outgroup,valid,33,1
683.478828,outgroup,valid,33,2
806.652662,outgroup,valid,33,3
705.2850183,outgroup,valid,33,4
730.4931148,outgroup,valid,33,5
730.8611304,outgroup,valid,33,6
800.1296687,outgroup,valid,33,1
822.7079579,outgroup,valid,33,2
686.0229329,outgroup,valid,33,3
762.0207353,outgroup,valid,33,4
711.3483452,outgroup,valid,33,5
712.2807854,outgroup,valid,33,6
698.88945,outgroup,valid,33,1
819.0598699,outgroup,valid,33,2
626.4135755,outgroup,valid,33,3
625.3724932,outgroup,valid,33,4
745.8171396,outgroup,valid,33,5
673.7332552,outgroup,valid,33,6
670.9362398,outgroup,valid,33,1
699.5447331,outgroup,valid,33,2
751.4418626,outgroup,valid,33,3
756.543365,outgroup,valid,33,4
694.2100424,outgroup,valid,33,5
666.6937849,outgroup,valid,33,6
684.6394595,outgroup,valid,33,1
805.9576947,outgroup,valid,33,2
624.5479636,outgroup,valid,33,3
795.8028142,outgroup,valid,33,4
726.5314817,outgroup,valid,33,5
785.0226069,outgroup,valid,33,6
759.8614316,outgroup,valid,33,1
727.7366759,outgroup,valid,33,2
799.2629447,outgroup,neutral,33,3
812.8803855,outgroup,neutral,33,4
813.7056238,outgroup,neutral,33,5
639.3054444,outgroup,neutral,33,6
712.8484945,outgroup,neutral,33,1
748.9689284,outgroup,neutral,33,2
687.2248873,outgroup,neutral,33,3
807.1143366,outgroup,neutral,33,4
710.2049832,outgroup,neutral,33,5
672.9603103,outgroup,neutral,33,6
740.8092647,outgroup,neutral,33,1
716.5016674,outgroup,neutral,33,2
701.712147,outgroup,neutral,33,3
688.0113172,outgroup,neutral,33,4
705.97076,outgroup,neutral,33,5
754.0589747,outgroup,neutral,33,6
681.6358934,outgroup,neutral,34,1
718.9753064,outgroup,neutral,34,2
768.5146338,outgroup,neutral,34,3
726.9446909,outgroup,neutral,34,4
699.9196433,outgroup,neutral,34,5
750.5144935,outgroup,neutral,34,6
802.9529016,outgroup,neutral,34,1
686.0368958,outgroup,neutral,34,2
714.5289922,outgroup,neutral,34,3
684.5839121,outgroup,neutral,34,4
708.7820476,outgroup,neutral,34,5
617.4103668,outgroup,neutral,34,6
730.6269348,outgroup,neutral,34,1
623.7485743,outgroup,neutral,34,2
646.5455168,outgroup,neutral,34,3
591.497364,outgroup,neutral,34,4
862.8825847,outgroup,neutral,34,5
696.1319934,outgroup,neutral,34,6
742.4853963,outgroup,neutral,34,1
704.8936562,outgroup,neutral,34,2
753.6204815,outgroup,neutral,34,3
722.7164983,outgroup,neutral,34,4
628.7916103,outgroup,neutral,34,5
716.517513,outgroup,neutral,34,6
688.6010066,ingroup,invalid,34,1
770.9543702,ingroup,invalid,34,2
755.507373,ingroup,invalid,34,3
686.1400681,ingroup,invalid,34,4
654.2047503,ingroup,invalid,34,5
696.2675265,ingroup,invalid,34,6
623.6244147,ingroup,invalid,34,1
708.8555281,ingroup,invalid,34,2
773.3197022,ingroup,invalid,34,3
721.8160563,ingroup,invalid,34,4
797.9617907,ingroup,invalid,34,5
718.5803848,ingroup,invalid,34,6
628.4376596,ingroup,invalid,34,1
697.4524651,ingroup,invalid,34,2
726.5425103,ingroup,invalid,34,3
703.169779,ingroup,invalid,34,4
683.1449524,ingroup,invalid,34,5
706.4943162,ingroup,invalid,34,6
600.7100593,ingroup,invalid,34,1
719.7572218,ingroup,invalid,34,2
578.0675475,ingroup,invalid,34,3
735.5862053,ingroup,invalid,34,4
644.8498444,ingroup,invalid,34,5
696.120263,ingroup,invalid,34,6
686.2558654,ingroup,invalid,34,1
748.7001065,ingroup,invalid,34,2
725.7390402,ingroup,invalid,34,3
702.0621459,ingroup,invalid,34,4
666.1576889,ingroup,invalid,34,5
721.8186026,ingroup,invalid,34,6
659.322239,ingroup,invalid,34,1
820.8431727,ingroup,invalid,34,2
753.3793569,ingroup,invalid,34,3
626.1726344,ingroup,invalid,34,4
705.2599468,ingroup,invalid,34,5
714.0344076,ingroup,invalid,34,6
785.1080444,ingroup,invalid,34,1
703.1397941,ingroup,invalid,34,2
653.4783687,ingroup,invalid,34,3
701.4092587,ingroup,invalid,34,4
729.2944873,ingroup,valid,34,5
685.5460802,ingroup,valid,34,6
658.8695254,ingroup,valid,34,1
802.542912,ingroup,valid,34,2
703.8874331,ingroup,valid,34,3
751.8321427,ingroup,valid,34,4
676.6284995,ingroup,valid,34,5
757.8166944,ingroup,valid,34,6
763.1628074,ingroup,valid,35,1
640.1823321,ingroup,valid,35,2
580.3457094,ingroup,valid,35,3
719.7671368,ingroup,valid,35,4
622.272743,ingroup,valid,35,5
687.5650348,ingroup,valid,35,6
659.9583931,ingroup,valid,35,1
824.6774158,ingroup,valid,35,2
731.670815,ingroup,valid,35,3
729.289024,ingroup,valid,35,4
719.4928747,ingroup,valid,35,5
621.9780927,ingroup,valid,35,6
689.5937611,ingroup,valid,35,1
657.6663386,ingroup,valid,35,2
706.4764475,ingroup,valid,35,3
703.7996561,ingroup,valid,35,4
714.6561258,ingroup,valid,35,5
689.1856161,ingroup,valid,35,6
715.4087115,ingroup,valid,35,1
662.2931069,ingroup,valid,35,2
757.9978603,ingroup,valid,35,3
690.2926354,ingroup,valid,35,4
537.0621915,ingroup,valid,35,5
670.7203546,ingroup,valid,35,6
794.7598172,ingroup,valid,35,1
752.6171599,ingroup,valid,35,2
762.6448064,ingroup,valid,35,3
777.1146271,ingroup,valid,35,4
688.905057,ingroup,valid,35,5
715.6110484,ingroup,valid,35,6
712.3180954,ingroup,valid,35,1
733.2239353,ingroup,valid,35,2
682.688125,ingroup,neutral,35,3
715.4742768,ingroup,neutral,35,4
778.1937846,ingroup,neutral,35,5
737.1463599,ingroup,neutral,35,6
825.1451288,ingroup,neutral,35,1
636.978329,ingroup,neutral,35,2
711.2556189,ingroup,neutral,35,3
688.1631837,ingroup,neutral,35,4
705.7784369,ingroup,neutral,35,5
663.645438,ingroup,neutral,35,6
543.7721712,ingroup,neutral,35,1
730.7217446,ingroup,neutral,35,2
781.7876144,ingroup,neutral,35,3
649.0491638,ingroup,neutral,35,4
642.7459673,ingroup,neutral,35,5
745.9578547,ingroup,neutral,35,6
663.3417454,ingroup,neutral,35,1
685.5122377,ingroup,neutral,35,2
880.8151929,ingroup,neutral,35,3
699.9436531,ingroup,neutral,35,4
723.9940803,ingroup,neutral,35,5
702.2497068,ingroup,neutral,35,6
574.832467,ingroup,neutral,35,1
733.7352788,ingroup,neutral,35,2
781.389471,ingroup,neutral,35,3
658.838076,ingroup,neutral,35,4
778.7088589,ingroup,neutral,35,5
702.7275749,ingroup,neutral,35,6
665.6293852,ingroup,neutral,35,1
746.6325639,ingroup,neutral,35,2
642.4529555,ingroup,neutral,35,3
842.3002926,ingroup,neutral,35,4
703.0379355,ingroup,neutral,35,5
657.0703111,ingroup,neutral,35,6
579.8273047,ingroup,neutral,35,1
820.7887892,ingroup,neutral,35,2
799.2928792,ingroup,neutral,35,3
659.6091868,ingroup,neutral,35,4
789.0179042,ingroup,neutral,35,5
726.4490976,ingroup,neutral,35,6
660.2106316,outgroup,invalid,36,1
716.6945777,outgroup,invalid,36,2
679.1273991,outgroup,invalid,36,3
688.5735879,outgroup,invalid,36,4
680.3742212,outgroup,invalid,36,5
788.4448055,outgroup,invalid,36,6
727.3107375,outgroup,invalid,36,1
659.4606502,outgroup,invalid,36,2
738.6992569,outgroup,invalid,36,3
709.798062,outgroup,invalid,36,4
717.9741221,outgroup,invalid,36,5
631.5986403,outgroup,invalid,36,6
661.3087273,outgroup,invalid,36,1
644.2126012,outgroup,invalid,36,2
635.6143545,outgroup,invalid,36,3
665.3114944,outgroup,invalid,36,4
676.9945361,outgroup,invalid,36,5
774.0734293,outgroup,invalid,36,6
854.8762893,outgroup,invalid,36,1
625.3178948,outgroup,invalid,36,2
695.6944781,outgroup,invalid,36,3
774.394053,outgroup,invalid,36,4
682.0934542,outgroup,invalid,36,5
779.5829282,outgroup,invalid,36,6
712.3948018,outgroup,invalid,36,1
619.2252902,outgroup,invalid,36,2
746.1966286,outgroup,invalid,36,3
611.8916214,outgroup,invalid,36,4
685.9110813,outgroup,invalid,36,5
671.8681554,outgroup,invalid,36,6
817.4828605,outgroup,invalid,36,1
809.076999,outgroup,invalid,36,2
653.0298068,outgroup,invalid,36,3
659.3219876,outgroup,invalid,36,4
773.9579951,outgroup,invalid,36,5
782.9011383,outgroup,invalid,36,6
784.5905774,outgroup,invalid,36,1
724.3833773,outgroup,invalid,36,2
711.5973902,outgroup,invalid,36,3
651.5157851,outgroup,invalid,36,4
647.0445718,outgroup,valid,36,5
740.7474078,outgroup,valid,36,6
679.2124245,outgroup,valid,36,1
748.8510883,outgroup,valid,36,2
717.059053,outgroup,valid,36,3
714.6294765,outgroup,valid,36,4
762.2813386,outgroup,valid,36,5
551.2474532,outgroup,valid,36,6
714.4458877,outgroup,valid,36,1
789.2569225,outgroup,valid,36,2
772.6148487,outgroup,valid,36,3
674.1495878,outgroup,valid,36,4
748.5863975,outgroup,valid,36,5
746.4171101,outgroup,valid,36,6
743.3784575,outgroup,valid,36,1
722.1667136,outgroup,valid,36,2
702.2446758,outgroup,valid,36,3
737.9459171,outgroup,valid,36,4
754.9211853,outgroup,valid,36,5
695.8113917,outgroup,valid,36,6
774.5875741,outgroup,valid,36,1
681.2351271,outgroup,valid,36,2
775.5634806,outgroup,valid,36,3
681.4497615,outgroup,valid,36,4
635.4999897,outgroup,valid,36,5
759.0129378,outgroup,valid,36,6
778.8062007,outgroup,valid,36,1
711.4356148,outgroup,valid,36,2
744.8998955,outgroup,valid,36,3
733.7719054,outgroup,valid,36,4
692.6869379,outgroup,valid,36,5
771.2896191,outgroup,valid,36,6
653.8753882,outgroup,valid,37,1
813.0073714,outgroup,valid,37,2
800.9395469,outgroup,valid,37,3
627.2078031,outgroup,valid,37,4
798.9969514,outgroup,valid,37,5
729.439544,outgroup,valid,37,6
709.6166299,outgroup,valid,37,1
827.2671041,outgroup,valid,37,2
669.2082718,outgroup,neutral,37,3
742.5801996,outgroup,neutral,37,4
664.1523242,outgroup,neutral,37,5
722.3505192,outgroup,neutral,37,6
697.762639,outgroup,neutral,37,1
609.6460343,outgroup,neutral,37,2
765.9874811,outgroup,neutral,37,3
718.0796487,outgroup,neutral,37,4
685.3222224,outgroup,neutral,37,5
703.1946157,outgroup,neutral,37,6
584.615065,outgroup,neutral,37,1
742.8327059,outgroup,neutral,37,2
758.5288303,outgroup,neutral,37,3
649.6798669,outgroup,neutral,37,4
783.1297053,outgroup,neutral,37,5
708.9771572,outgroup,neutral,37,6
661.2271124,outgroup,neutral,37,1
818.3110628,outgroup,neutral,37,2
711.3237967,outgroup,neutral,37,3
699.4781044,outgroup,neutral,37,4
753.3516256,outgroup,neutral,37,5
707.151816,outgroup,neutral,37,6
715.6710802,outgroup,neutral,37,1
690.4777447,outgroup,neutral,37,2
610.0005641,outgroup,neutral,37,3
697.1463584,outgroup,neutral,37,4
819.8776282,outgroup,neutral,37,5
707.2098345,outgroup,neutral,37,6
807.3901563,outgroup,neutral,37,1
665.5558546,outgroup,neutral,37,2
659.7419448,outgroup,neutral,37,3
738.6828836,outgroup,neutral,37,4
620.2424883,outgroup,neutral,37,5
749.8324654,outgroup,neutral,37,6
903.5748787,outgroup,neutral,37,1
731.2294337,outgroup,neutral,37,2
708.3207864,outgroup,neutral,37,3
612.4839603,outgroup,neutral,37,4
778.3112665,outgroup,neutral,37,5
713.3407646,outgroup,neutral,37,6
675.3558544,ingroup,invalid,37,1
578.8053672,ingroup,invalid,37,2
665.138006,ingroup,invalid,37,3
692.6812668,ingroup,invalid,37,4
761.7041191,ingroup,invalid,37,5
794.860701,ingroup,invalid,37,6
655.2279576,ingroup,invalid,37,1
665.8917991,ingroup,invalid,37,2
686.8015251,ingroup,invalid,37,3
666.2640593,ingroup,invalid,37,4
638.7198152,ingroup,invalid,37,5
732.2474554,ingroup,invalid,37,6
743.6519832,ingroup,invalid,37,1
701.4578953,ingroup,invalid,37,2
666.4789791,ingroup,invalid,37,3
671.8162805,ingroup,invalid,37,4
820.7049255,ingroup,invalid,37,5
626.8867688,ingroup,invalid,37,6
713.151873,ingroup,invalid,37,1
701.0599987,ingroup,invalid,37,2
655.0627469,ingroup,invalid,37,3
639.8359769,ingroup,invalid,37,4
608.5632041,ingroup,invalid,37,5
628.8336784,ingroup,invalid,37,6
673.4932549,ingroup,invalid,38,1
745.0394129,ingroup,invalid,38,2
622.0073674,ingroup,invalid,38,3
607.7391727,ingroup,invalid,38,4
751.0833522,ingroup,invalid,38,5
686.3246356,ingroup,invalid,38,6
764.712937,ingroup,invalid,38,1
801.5441567,ingroup,invalid,38,2
707.5708279,ingroup,invalid,38,3
582.2145283,ingroup,invalid,38,4
721.16259,ingroup,invalid,38,5
728.3486615,ingroup,invalid,38,6
702.3478255,ingroup,invalid,38,1
693.8019132,ingroup,invalid,38,2
725.9633496,ingroup,invalid,38,3
750.1797346,ingroup,invalid,38,4
647.3632537,ingroup,valid,38,5
736.1677427,ingroup,valid,38,6
728.0349287,ingroup,valid,38,1
839.8744174,ingroup,valid,38,2
767.1617287,ingroup,valid,38,3
638.9955586,ingroup,valid,38,4
718.7132657,ingroup,valid,38,5
639.2974707,ingroup,valid,38,6
742.0675839,ingroup,valid,38,1
725.2361832,ingroup,valid,38,2
726.2837263,ingroup,valid,38,3
624.8987442,ingroup,valid,38,4
673.8472013,ingroup,valid,38,5
707.8858827,ingroup,valid,38,6
694.3829127,ingroup,valid,38,1
680.0420747,ingroup,valid,38,2
728.1736842,ingroup,valid,38,3
794.3850756,ingroup,valid,38,4
708.7935045,ingroup,valid,38,5
659.2175473,ingroup,valid,38,6
633.9397714,ingroup,valid,38,1
764.0721116,ingroup,valid,38,2
728.2962376,ingroup,valid,38,3
771.0219613,ingroup,valid,38,4
649.2259564,ingroup,valid,38,5
765.156708,ingroup,valid,38,6
781.8270221,ingroup,valid,38,1
676.6326384,ingroup,valid,38,2
700.6211557,ingroup,valid,38,3
712.0559593,ingroup,valid,38,4
737.8063364,ingroup,valid,38,5
664.8005834,ingroup,valid,38,6
660.5788193,ingroup,valid,38,1
793.6207976,ingroup,valid,38,2
834.9521768,ingroup,valid,38,3
772.3319922,ingroup,valid,38,4
695.0845944,ingroup,valid,38,5
570.7537132,ingroup,valid,38,6
614.0457698,ingroup,valid,38,1
703.9641894,ingroup,valid,38,2
673.9483775,ingroup,neutral,38,3
803.2796187,ingroup,neutral,38,4
675.7740672,ingroup,neutral,38,5
665.6448336,ingroup,neutral,38,6
670.2551882,ingroup,neutral,38,1
698.2494177,ingroup,neutral,38,2
638.0667442,ingroup,neutral,38,3
687.5223754,ingroup,neutral,38,4
686.9489516,ingroup,neutral,38,5
717.1818717,ingroup,neutral,38,6
827.5004846,ingroup,neutral,38,1
723.0057689,ingroup,neutral,38,2
734.0294412,ingroup,neutral,38,3
669.2933419,ingroup,neutral,38,4
752.0746325,ingroup,neutral,38,5
773.8052512,ingroup,neutral,38,6
808.3136384,ingroup,neutral,39,1
578.5049565,ingroup,neutral,39,2
596.5386179,ingroup,neutral,39,3
807.8333762,ingroup,neutral,39,4
727.4865462,ingroup,neutral,39,5
782.8138489,ingroup,neutral,39,6
712.1083996,ingroup,neutral,39,1
655.5950201,ingroup,neutral,39,2
776.4319618,ingroup,neutral,39,3
739.6232468,ingroup,neutral,39,4
609.7556974,ingroup,neutral,39,5
695.5677872,ingroup,neutral,39,6
780.516108,ingroup,neutral,39,1
702.6076829,ingroup,neutral,39,2
830.932715,ingroup,neutral,39,3
773.5246064,ingroup,neutral,39,4
697.1718477,ingroup,neutral,39,5
654.5507975,ingroup,neutral,39,6
711.6626068,ingroup,neutral,39,1
768.6378498,ingroup,neutral,39,2
712.8473399,ingroup,neutral,39,3
608.927679,ingroup,neutral,39,4
656.7979443,ingroup,neutral,39,5
792.0963994,ingroup,neutral,39,6
661.0119416,outgroup,invalid,39,1
676.6608081,outgroup,invalid,39,2
705.574033,outgroup,invalid,39,3
592.6562178,outgroup,invalid,39,4
656.4133781,outgroup,invalid,39,5
725.7384765,outgroup,invalid,39,6
684.9341756,outgroup,invalid,39,1
699.7201229,outgroup,invalid,39,2
748.3929692,outgroup,invalid,39,3
668.4646966,outgroup,invalid,39,4
701.6460795,outgroup,invalid,39,5
709.369197,outgroup,invalid,39,6
741.4590967,outgroup,invalid,39,1
709.9072354,outgroup,invalid,39,2
695.1454271,outgroup,invalid,39,3
721.2712838,outgroup,invalid,39,4
869.235707,outgroup,invalid,39,5
735.3196351,outgroup,invalid,39,6
646.5405448,outgroup,invalid,39,1
737.8908014,outgroup,invalid,39,2
681.4352731,outgroup,invalid,39,3
765.2332248,outgroup,invalid,39,4
663.2825328,outgroup,invalid,39,5
756.2412405,outgroup,invalid,39,6
767.9187115,outgroup,invalid,39,1
748.9840145,outgroup,invalid,39,2
740.0472612,outgroup,invalid,39,3
601.5635187,outgroup,invalid,39,4
810.6100887,outgroup,invalid,39,5
736.0831475,outgroup,invalid,39,6
522.4625111,outgroup,invalid,39,1
719.2534306,outgroup,invalid,39,2
707.2906527,outgroup,invalid,39,3
710.1871597,outgroup,invalid,39,4
810.6176574,outgroup,invalid,39,5
695.5397321,outgroup,invalid,39,6
747.4743608,outgroup,invalid,39,1
650.2957927,outgroup,invalid,39,2
757.2401577,outgroup,invalid,39,3
707.395764,outgroup,invalid,39,4
739.3360937,outgroup,valid,39,5
808.3686202,outgroup,valid,39,6
628.1486196,outgroup,valid,39,1
652.9474923,outgroup,valid,39,2
698.6616501,outgroup,valid,39,3
756.4966368,outgroup,valid,39,4
717.3128941,outgroup,valid,39,5
713.3185071,outgroup,valid,39,6
808.2371338,outgroup,valid,40,1
673.6155394,outgroup,valid,40,2
683.0105679,outgroup,valid,40,3
709.6550219,outgroup,valid,40,4
733.380551,outgroup,valid,40,5
724.4104479,outgroup,valid,40,6
615.1903837,outgroup,valid,40,1
685.222051,outgroup,valid,40,2
631.7056354,outgroup,valid,40,3
743.7251054,outgroup,valid,40,4
758.7677489,outgroup,valid,40,5
731.9969945,outgroup,valid,40,6
705.777352,outgroup,valid,40,1
744.2949579,outgroup,valid,40,2
746.1534692,outgroup,valid,40,3
762.7696848,outgroup,valid,40,4
768.4288742,outgroup,valid,40,5
712.0204137,outgroup,valid,40,6
659.4914833,outgroup,valid,40,1
764.6937713,outgroup,valid,40,2
710.4986425,outgroup,valid,40,3
552.3103327,outgroup,valid,40,4
666.4807658,outgroup,valid,40,5
732.1027949,outgroup,valid,40,6
618.6604976,outgroup,valid,40,1
689.6099034,outgroup,valid,40,2
701.3869435,outgroup,valid,40,3
799.6694867,outgroup,valid,40,4
673.5245427,outgroup,valid,40,5
744.6825518,outgroup,valid,40,6
767.1645834,outgroup,valid,40,1
680.0331014,outgroup,valid,40,2
727.3831156,outgroup,neutral,40,3
656.6256237,outgroup,neutral,40,4
666.6712186,outgroup,neutral,40,5
728.8075155,outgroup,neutral,40,6
717.6829319,outgroup,neutral,40,1
731.9925449,outgroup,neutral,40,2
736.8995535,outgroup,neutral,40,3
555.2730167,outgroup,neutral,40,4
666.1790273,outgroup,neutral,40,5
721.8328379,outgroup,neutral,40,6
739.421619,outgroup,neutral,40,1
613.4970709,outgroup,neutral,40,2
867.2831932,outgroup,neutral,40,3
642.5492844,outgroup,neutral,40,4
721.0952461,outgroup,neutral,40,5
596.3341153,outgroup,neutral,40,6
838.1635908,outgroup,neutral,40,1
618.0165435,outgroup,neutral,40,2
663.9256969,outgroup,neutral,40,3
685.4201547,outgroup,neutral,40,4
693.9497972,outgroup,neutral,40,5
537.391481,outgroup,neutral,40,6
656.5929417,outgroup,neutral,40,1
593.9208729,outgroup,neutral,40,2
703.743575,outgroup,neutral,40,3
727.5493863,outgroup,neutral,40,4
685.6942015,outgroup,neutral,40,5
643.3163009,outgroup,neutral,40,6
749.4446385,outgroup,neutral,40,1
769.7918423,outgroup,neutral,40,2
674.925605,outgroup,neutral,40,3
698.7362019,outgroup,neutral,40,4
649.9691275,outgroup,neutral,40,5
554.4704613,outgroup,neutral,40,6
694.5019579,outgroup,neutral,40,1
676.364532,outgroup,neutral,40,2
787.8715694,outgroup,neutral,40,3
713.5062995,outgroup,neutral,40,4
629.9961024,outgroup,neutral,40,5
577.7363604,outgroup,neutral,40,6
847.4337706,ingroup,invalid,1,1
672.2183582,ingroup,invalid,1,2
790.9625034,ingroup,invalid,1,3
581.5320713,ingroup,invalid,1,4
602.1072815,ingroup,invalid,1,5
766.2621005,ingroup,invalid,1,6
666.4331048,ingroup,invalid,1,1
818.9302219,ingroup,invalid,1,2
540.8506891,ingroup,invalid,1,3
668.368362,ingroup,invalid,1,4
980.1821845,ingroup,invalid,1,5
843.8828167,ingroup,invalid,1,6
730.3128556,ingroup,invalid,1,1
712.595298,ingroup,invalid,1,2
577.6801482,ingroup,invalid,1,3
822.4563723,ingroup,invalid,1,4
669.9256405,ingroup,invalid,1,5
653.4166084,ingroup,invalid,1,6
831.1485639,ingroup,invalid,1,1
666.3714613,ingroup,invalid,1,2
748.4665576,ingroup,invalid,1,3
786.2995436,ingroup,invalid,1,4
681.0911437,ingroup,invalid,1,5
683.5334997,ingroup,invalid,1,6
678.1383358,ingroup,invalid,1,1
651.0342548,ingroup,invalid,1,2
598.3678469,ingroup,invalid,1,3
627.2600178,ingroup,invalid,1,4
671.0296874,ingroup,invalid,1,5
538.2861952,ingroup,invalid,1,6
665.5438677,ingroup,invalid,1,1
696.6590065,ingroup,invalid,1,2
674.7380711,ingroup,invalid,1,3
830.3528765,ingroup,invalid,1,4
628.0030506,ingroup,invalid,1,5
671.2855864,ingroup,invalid,1,6
551.9012201,ingroup,invalid,1,1
779.452455,ingroup,invalid,1,2
505.0479324,ingroup,invalid,1,3
830.9742184,ingroup,invalid,1,4
812.8410582,ingroup,valid,1,5
583.4501353,ingroup,valid,1,6
696.5372529,ingroup,valid,1,1
818.9909799,ingroup,valid,1,2
618.4015374,ingroup,valid,1,3
766.4675746,ingroup,valid,1,4
587.3210991,ingroup,valid,1,5
886.6116653,ingroup,valid,1,6
810.4360636,ingroup,valid,1,1
682.6700446,ingroup,valid,1,2
540.7244598,ingroup,valid,1,3
646.899702,ingroup,valid,1,4
624.7835601,ingroup,valid,1,5
550.6622044,ingroup,valid,1,6
814.508491,ingroup,valid,1,1
762.0154668,ingroup,valid,1,2
615.1896507,ingroup,valid,1,3
603.0375625,ingroup,valid,1,4
591.9312212,ingroup,valid,1,5
798.501225,ingroup,valid,1,6
788.0189774,ingroup,valid,1,1
806.3507866,ingroup,valid,1,2
623.2579662,ingroup,valid,1,3
885.4836185,ingroup,valid,1,4
630.2600192,ingroup,valid,1,5
862.4355133,ingroup,valid,1,6
801.6791684,ingroup,valid,1,1
637.6252453,ingroup,valid,1,2
649.8240046,ingroup,valid,1,3
735.5159169,ingroup,valid,1,4
756.0812658,ingroup,valid,1,5
576.3221085,ingroup,valid,1,6
776.5586688,ingroup,valid,2,1
542.532846,ingroup,valid,2,2
680.4136686,ingroup,valid,2,3
743.8629591,ingroup,valid,2,4
507.0735961,ingroup,valid,2,5
724.8290487,ingroup,valid,2,6
659.5380959,ingroup,valid,2,1
810.1065159,ingroup,valid,2,2
669.4416799,ingroup,neutral,2,3
836.6141904,ingroup,neutral,2,4
659.0907687,ingroup,neutral,2,5
544.8949323,ingroup,neutral,2,6
729.0183294,ingroup,neutral,2,1
693.9252876,ingroup,neutral,2,2
706.8367027,ingroup,neutral,2,3
779.0897049,ingroup,neutral,2,4
471.5386987,ingroup,neutral,2,5
589.9276999,ingroup,neutral,2,6
810.3017327,ingroup,neutral,2,1
701.0536239,ingroup,neutral,2,2
753.571847,ingroup,neutral,2,3
730.8634398,ingroup,neutral,2,4
790.3067705,ingroup,neutral,2,5
646.8810667,ingroup,neutral,2,6
699.049428,ingroup,neutral,2,1
782.1957948,ingroup,neutral,2,2
850.6751686,ingroup,neutral,2,3
682.7962073,ingroup,neutral,2,4
719.7120049,ingroup,neutral,2,5
817.0938747,ingroup,neutral,2,6
685.1297253,ingroup,neutral,2,1
715.6565483,ingroup,neutral,2,2
732.1572887,ingroup,neutral,2,3
757.3668751,ingroup,neutral,2,4
793.2707128,ingroup,neutral,2,5
780.803056,ingroup,neutral,2,6
668.7876328,ingroup,neutral,2,1
590.3636484,ingroup,neutral,2,2
694.0213045,ingroup,neutral,2,3
853.1207834,ingroup,neutral,2,4
727.0377513,ingroup,neutral,2,5
800.2613856,ingroup,neutral,2,6
853.8667051,ingroup,neutral,2,1
698.5832585,ingroup,neutral,2,2
586.785023,ingroup,neutral,2,3
638.1865591,ingroup,neutral,2,4
803.068678,ingroup,neutral,2,5
725.7392398,ingroup,neutral,2,6
553.8306304,outgroup,invalid,2,1
625.4548429,outgroup,invalid,2,2
646.3021356,outgroup,invalid,2,3
567.3832376,outgroup,invalid,2,4
607.0663482,outgroup,invalid,2,5
693.749685,outgroup,invalid,2,6
770.7675549,outgroup,invalid,2,1
787.1679987,outgroup,invalid,2,2
899.9472041,outgroup,invalid,2,3
821.1694272,outgroup,invalid,2,4
710.1260133,outgroup,invalid,2,5
727.4216631,outgroup,invalid,2,6
670.3196498,outgroup,invalid,2,1
801.6149977,outgroup,invalid,2,2
664.2310605,outgroup,invalid,2,3
588.9426832,outgroup,invalid,2,4
626.1875634,outgroup,invalid,2,5
702.320031,outgroup,invalid,2,6
686.0298718,outgroup,invalid,2,1
584.2972401,outgroup,invalid,2,2
619.9290466,outgroup,invalid,2,3
732.8013203,outgroup,invalid,2,4
870.5818173,outgroup,invalid,2,5
533.4491773,outgroup,invalid,2,6
815.5195685,outgroup,invalid,3,1
655.0391224,outgroup,invalid,3,2
595.7145099,outgroup,invalid,3,3
593.1603141,outgroup,invalid,3,4
674.6379551,outgroup,invalid,3,5
621.418269,outgroup,invalid,3,6
922.9593908,outgroup,invalid,3,1
791.7144512,outgroup,invalid,3,2
857.5536513,outgroup,invalid,3,3
771.9680427,outgroup,invalid,3,4
731.0583023,outgroup,invalid,3,5
830.1168422,outgroup,invalid,3,6
778.5170048,outgroup,invalid,3,1
681.8309145,outgroup,invalid,3,2
706.3179297,outgroup,invalid,3,3
693.1609177,outgroup,invalid,3,4
647.7789681,outgroup,valid,3,5
831.1550082,outgroup,valid,3,6
702.9229801,outgroup,valid,3,1
769.4380092,outgroup,valid,3,2
723.770742,outgroup,valid,3,3
791.6140296,outgroup,valid,3,4
751.2486085,outgroup,valid,3,5
807.8516809,outgroup,valid,3,6
532.4377237,outgroup,valid,3,1
572.3439243,outgroup,valid,3,2
734.3032062,outgroup,valid,3,3
667.8405003,outgroup,valid,3,4
685.4012581,outgroup,valid,3,5
